transaction_id,created_at,chargeback_at,chargeback_reason
8958,2024-01-07 05:17:00,2024-02-14 05:17:00,NOT_RECEIVED
8959,2024-01-07 05:18:00,2024-01-27 05:18:00,FRAUD
8960,2024-01-07 05:19:00,2024-01-25 05:19:00,FRAUD
8962,2024-01-07 05:21:00,2024-02-09 05:21:00,NOT_RECEIVED
8965,2024-01-07 05:24:00,2024-01-18 05:24:00,FRAUD
8976,2024-01-07 05:35:00,2024-02-07 05:35:00,NOT_RECEIVED
8983,2024-01-07 05:42:00,2024-01-15 05:42:00,FRAUD
8986,2024-01-07 05:45:00,2024-02-07 05:45:00,FRAUD
8987,2024-01-07 05:46:00,2024-01-17 05:46:00,FRAUD
8989,2024-01-07 05:48:00,2024-01-24 05:48:00,FRAUD
8995,2024-01-07 05:54:00,2024-01-26 05:54:00,FRAUD
9001,2024-01-07 06:00:00,2024-02-19 06:00:00,FRAUD
9007,2024-01-07 06:06:00,2024-02-06 06:06:00,FRAUD
9016,2024-01-07 06:15:00,2024-02-10 06:15:00,NOT_RECEIVED
9017,2024-01-07 06:16:00,2024-01-22 06:16:00,FRAUD
9020,2024-01-07 06:19:00,2024-01-16 06:19:00,FRAUD
9032,2024-01-07 06:31:00,2024-01-21 06:31:00,FRAUD
9045,2024-01-07 06:44:00,2024-02-14 06:44:00,FRAUD
9054,2024-01-07 06:53:00,2024-01-31 06:53:00,FRAUD
9059,2024-01-07 06:58:00,2024-01-29 06:58:00,FRAUD
9071,2024-01-07 07:10:00,2024-02-05 07:10:00,NOT_RECEIVED
9076,2024-01-07 07:15:00,2024-02-07 07:15:00,FRAUD
9077,2024-01-07 07:16:00,2024-02-10 07:16:00,NOT_RECEIVED
9078,2024-01-07 07:17:00,2024-01-28 07:17:00,FRAUD
9084,2024-01-07 07:23:00,2024-02-16 07:23:00,FRAUD
9085,2024-01-07 07:24:00,2024-02-09 07:24:00,FRAUD
9092,2024-01-07 07:31:00,2024-02-03 07:31:00,FRAUD
9099,2024-01-07 07:38:00,2024-02-20 07:38:00,FRAUD
9103,2024-01-07 07:42:00,2024-02-11 07:42:00,FRAUD
9107,2024-01-07 07:46:00,2024-02-12 07:46:00,NOT_RECEIVED
9108,2024-01-07 07:47:00,2024-02-01 07:47:00,NOT_RECEIVED
9110,2024-01-07 07:49:00,2024-02-08 07:49:00,FRAUD
9114,2024-01-07 07:53:00,2024-02-07 07:53:00,FRAUD
9118,2024-01-07 07:57:00,2024-01-25 07:57:00,FRAUD
9119,2024-01-07 07:58:00,2024-01-17 07:58:00,FRAUD
9121,2024-01-07 08:00:00,2024-02-21 08:00:00,NOT_RECEIVED
9122,2024-01-07 08:01:00,2024-02-16 08:01:00,FRAUD
9137,2024-01-07 08:16:00,2024-02-09 08:16:00,FRAUD
9142,2024-01-07 08:21:00,2024-02-01 08:21:00,FRAUD
9147,2024-01-07 08:26:00,2024-02-17 08:26:00,FRAUD
9149,2024-01-07 08:28:00,2024-01-25 08:28:00,FRAUD
9150,2024-01-07 08:29:00,2024-02-04 08:29:00,FRAUD
9151,2024-01-07 08:30:00,2024-01-30 08:30:00,FRAUD
9159,2024-01-07 08:38:00,2024-02-05 08:38:00,NOT_RECEIVED
9168,2024-01-07 08:47:00,2024-02-19 08:47:00,NOT_RECEIVED
9170,2024-01-07 08:49:00,2024-02-05 08:49:00,FRAUD
9181,2024-01-07 09:00:00,2024-01-30 09:00:00,FRAUD
9182,2024-01-07 09:01:00,2024-01-15 09:01:00,FRAUD
9188,2024-01-07 09:07:00,2024-02-18 09:07:00,FRAUD
9200,2024-01-07 09:19:00,2024-02-18 09:19:00,FRAUD
9205,2024-01-07 09:24:00,2024-01-18 09:24:00,DISPUTE_OTHER
9215,2024-01-07 09:34:00,2024-02-05 09:34:00,FRAUD
9231,2024-01-07 09:50:00,2024-02-21 09:50:00,DISPUTE_OTHER
9234,2024-01-07 09:53:00,2024-01-27 09:53:00,FRAUD
9242,2024-01-07 10:01:00,2024-01-30 10:01:00,FRAUD
9243,2024-01-07 10:02:00,2024-02-13 10:02:00,NOT_RECEIVED
9248,2024-01-07 10:07:00,2024-02-17 10:07:00,FRAUD
9255,2024-01-07 10:14:00,2024-02-09 10:14:00,NOT_RECEIVED
9259,2024-01-07 10:18:00,2024-02-10 10:18:00,NOT_RECEIVED
9260,2024-01-07 10:19:00,2024-01-22 10:19:00,FRAUD
9274,2024-01-07 10:33:00,2024-02-20 10:33:00,FRAUD
9287,2024-01-07 10:46:00,2024-02-06 10:46:00,FRAUD
9297,2024-01-07 10:56:00,2024-01-31 10:56:00,NOT_RECEIVED
9328,2024-01-07 11:27:00,2024-02-11 11:27:00,FRAUD
9331,2024-01-07 11:30:00,2024-01-28 11:30:00,FRAUD
9335,2024-01-07 11:34:00,2024-01-21 11:34:00,FRAUD
9338,2024-01-07 11:37:00,2024-01-16 11:37:00,FRAUD
9349,2024-01-07 11:48:00,2024-01-15 11:48:00,FRAUD
9353,2024-01-07 11:52:00,2024-02-20 11:52:00,FRAUD
9362,2024-01-07 12:01:00,2024-02-08 12:01:00,FRAUD
9364,2024-01-07 12:03:00,2024-02-15 12:03:00,FRAUD
9366,2024-01-07 12:05:00,2024-01-15 12:05:00,FRAUD
9367,2024-01-07 12:06:00,2024-02-17 12:06:00,FRAUD
9381,2024-01-07 12:20:00,2024-01-15 12:20:00,FRAUD
9384,2024-01-07 12:23:00,2024-01-30 12:23:00,FRAUD
9386,2024-01-07 12:25:00,2024-02-16 12:25:00,FRAUD
9390,2024-01-07 12:29:00,2024-02-16 12:29:00,FRAUD
9396,2024-01-07 12:35:00,2024-01-21 12:35:00,FRAUD
9404,2024-01-07 12:43:00,2024-02-11 12:43:00,NOT_RECEIVED
9407,2024-01-07 12:46:00,2024-02-15 12:46:00,FRAUD
9420,2024-01-07 12:59:00,2024-02-08 12:59:00,FRAUD
9425,2024-01-07 13:04:00,2024-01-18 13:04:00,FRAUD
9427,2024-01-07 13:06:00,2024-02-18 13:06:00,FRAUD
9439,2024-01-07 13:18:00,2024-01-16 13:18:00,FRAUD
9446,2024-01-07 13:25:00,2024-01-19 13:25:00,FRAUD
9449,2024-01-07 13:28:00,2024-02-21 13:28:00,FRAUD
9459,2024-01-07 13:38:00,2024-02-16 13:38:00,FRAUD
9461,2024-01-07 13:40:00,2024-02-03 13:40:00,FRAUD
9462,2024-01-07 13:41:00,2024-01-27 13:41:00,FRAUD
9463,2024-01-07 13:42:00,2024-01-31 13:42:00,FRAUD
9465,2024-01-07 13:44:00,2024-02-01 13:44:00,FRAUD
9472,2024-01-07 13:51:00,2024-02-15 13:51:00,FRAUD
9473,2024-01-07 13:52:00,2024-02-18 13:52:00,NOT_RECEIVED
9474,2024-01-07 13:53:00,2024-01-22 13:53:00,FRAUD
9475,2024-01-07 13:54:00,2024-01-27 13:54:00,DISPUTE_OTHER
9478,2024-01-07 13:57:00,2024-01-23 13:57:00,FRAUD
9489,2024-01-07 14:08:00,2024-01-31 14:08:00,FRAUD
9490,2024-01-07 14:09:00,2024-02-21 14:09:00,NOT_RECEIVED
9492,2024-01-07 14:11:00,2024-01-23 14:11:00,FRAUD
9495,2024-01-07 14:14:00,2024-01-25 14:14:00,FRAUD
9505,2024-01-07 14:24:00,2024-02-17 14:24:00,NOT_RECEIVED
9520,2024-01-07 14:39:00,2024-01-22 14:39:00,FRAUD
9521,2024-01-07 14:40:00,2024-02-21 14:40:00,FRAUD
9522,2024-01-07 14:41:00,2024-02-02 14:41:00,FRAUD
9524,2024-01-07 14:43:00,2024-02-02 14:43:00,FRAUD
9525,2024-01-07 14:44:00,2024-01-21 14:44:00,FRAUD
9528,2024-01-07 14:47:00,2024-01-24 14:47:00,FRAUD
9535,2024-01-07 14:54:00,2024-02-10 14:54:00,FRAUD
9538,2024-01-07 14:57:00,2024-01-26 14:57:00,FRAUD
9541,2024-01-07 15:00:00,2024-01-30 15:00:00,FRAUD
9547,2024-01-07 15:06:00,2024-01-24 15:06:00,FRAUD
9552,2024-01-07 15:11:00,2024-02-07 15:11:00,NOT_RECEIVED
9555,2024-01-07 15:14:00,2024-02-19 15:14:00,DISPUTE_OTHER
9579,2024-01-07 15:38:00,2024-01-31 15:38:00,FRAUD
9582,2024-01-07 15:41:00,2024-02-06 15:41:00,FRAUD
9597,2024-01-07 15:56:00,2024-02-17 15:56:00,FRAUD
9606,2024-01-07 16:05:00,2024-02-14 16:05:00,FRAUD
9608,2024-01-07 16:07:00,2024-02-05 16:07:00,FRAUD
9611,2024-01-07 16:10:00,2024-02-09 16:10:00,NOT_RECEIVED
9620,2024-01-07 16:19:00,2024-02-04 16:19:00,FRAUD
9621,2024-01-07 16:20:00,2024-01-23 16:20:00,FRAUD
9646,2024-01-07 16:45:00,2024-01-29 16:45:00,NOT_RECEIVED
9652,2024-01-07 16:51:00,2024-01-18 16:51:00,FRAUD
9659,2024-01-07 16:58:00,2024-02-17 16:58:00,FRAUD
9661,2024-01-07 17:00:00,2024-02-12 17:00:00,FRAUD
9662,2024-01-07 17:01:00,2024-02-16 17:01:00,FRAUD
9663,2024-01-07 17:02:00,2024-02-21 17:02:00,FRAUD
9665,2024-01-07 17:04:00,2024-01-25 17:04:00,FRAUD
9666,2024-01-07 17:05:00,2024-01-24 17:05:00,FRAUD
9670,2024-01-07 17:09:00,2024-02-12 17:09:00,FRAUD
9690,2024-01-07 17:29:00,2024-01-23 17:29:00,FRAUD
9695,2024-01-07 17:34:00,2024-01-25 17:34:00,FRAUD
9701,2024-01-07 17:40:00,2024-01-29 17:40:00,NOT_RECEIVED
9705,2024-01-07 17:44:00,2024-02-17 17:44:00,FRAUD
9706,2024-01-07 17:45:00,2024-02-07 17:45:00,FRAUD
9708,2024-01-07 17:47:00,2024-02-20 17:47:00,FRAUD
9716,2024-01-07 17:55:00,2024-01-25 17:55:00,FRAUD
9727,2024-01-07 18:06:00,2024-02-14 18:06:00,FRAUD
9741,2024-01-07 18:20:00,2024-01-24 18:20:00,FRAUD
9747,2024-01-07 18:26:00,2024-01-19 18:26:00,FRAUD
9757,2024-01-07 18:36:00,2024-01-28 18:36:00,DISPUTE_OTHER
9760,2024-01-07 18:39:00,2024-01-20 18:39:00,FRAUD
9764,2024-01-07 18:43:00,2024-02-07 18:43:00,NOT_RECEIVED
9766,2024-01-07 18:45:00,2024-02-20 18:45:00,NOT_RECEIVED
9773,2024-01-07 18:52:00,2024-02-17 18:52:00,FRAUD
9779,2024-01-07 18:58:00,2024-02-19 18:58:00,FRAUD
9783,2024-01-07 19:02:00,2024-01-28 19:02:00,NOT_RECEIVED
9793,2024-01-07 19:12:00,2024-02-03 19:12:00,FRAUD
9803,2024-01-07 19:22:00,2024-01-22 19:22:00,FRAUD
9808,2024-01-07 19:27:00,2024-02-13 19:27:00,FRAUD
9821,2024-01-07 19:40:00,2024-01-23 19:40:00,FRAUD
9834,2024-01-07 19:53:00,2024-02-10 19:53:00,NOT_RECEIVED
9839,2024-01-07 19:58:00,2024-01-23 19:58:00,FRAUD
9848,2024-01-07 20:07:00,2024-01-21 20:07:00,FRAUD
9856,2024-01-07 20:15:00,2024-02-04 20:15:00,FRAUD
9862,2024-01-07 20:21:00,2024-01-18 20:21:00,FRAUD
9869,2024-01-07 20:28:00,2024-02-09 20:28:00,FRAUD
9874,2024-01-07 20:33:00,2024-02-21 20:33:00,FRAUD
9881,2024-01-07 20:40:00,2024-01-23 20:40:00,NOT_RECEIVED
9886,2024-01-07 20:45:00,2024-02-06 20:45:00,DISPUTE_OTHER
9890,2024-01-07 20:49:00,2024-01-21 20:49:00,NOT_RECEIVED
9895,2024-01-07 20:54:00,2024-02-16 20:54:00,FRAUD
9905,2024-01-07 21:04:00,2024-02-04 21:04:00,NOT_RECEIVED
9906,2024-01-07 21:05:00,2024-02-07 21:05:00,DISPUTE_OTHER
9908,2024-01-07 21:07:00,2024-02-04 21:07:00,FRAUD
9909,2024-01-07 21:08:00,2024-02-13 21:08:00,NOT_RECEIVED
9912,2024-01-07 21:11:00,2024-01-19 21:11:00,FRAUD
9917,2024-01-07 21:16:00,2024-02-05 21:16:00,FRAUD
9918,2024-01-07 21:17:00,2024-02-12 21:17:00,FRAUD
9926,2024-01-07 21:25:00,2024-02-11 21:25:00,NOT_RECEIVED
9937,2024-01-07 21:36:00,2024-02-03 21:36:00,DISPUTE_OTHER
9951,2024-01-07 21:50:00,2024-01-24 21:50:00,FRAUD
9952,2024-01-07 21:51:00,2024-02-18 21:51:00,FRAUD
9955,2024-01-07 21:54:00,2024-02-11 21:54:00,FRAUD
9966,2024-01-07 22:05:00,2024-01-30 22:05:00,NOT_RECEIVED
9967,2024-01-07 22:06:00,2024-01-16 22:06:00,FRAUD
9972,2024-01-07 22:11:00,2024-01-23 22:11:00,NOT_RECEIVED
9975,2024-01-07 22:14:00,2024-01-16 22:14:00,FRAUD
9979,2024-01-07 22:18:00,2024-02-19 22:18:00,FRAUD
9981,2024-01-07 22:20:00,2024-02-09 22:20:00,NOT_RECEIVED
9982,2024-01-07 22:21:00,2024-01-21 22:21:00,DISPUTE_OTHER
9994,2024-01-07 22:33:00,2024-02-08 22:33:00,FRAUD
9999,2024-01-07 22:38:00,2024-01-31 22:38:00,FRAUD
10000,2024-01-07 22:39:00,2024-02-19 22:39:00,FRAUD
10002,2024-01-07 22:41:00,2024-01-29 22:41:00,FRAUD
10006,2024-01-07 22:45:00,2024-01-25 22:45:00,FRAUD
10021,2024-01-07 23:00:00,2024-02-18 23:00:00,FRAUD
10022,2024-01-07 23:01:00,2024-01-24 23:01:00,FRAUD
10023,2024-01-07 23:02:00,2024-01-25 23:02:00,FRAUD
10032,2024-01-07 23:11:00,2024-01-26 23:11:00,FRAUD
10034,2024-01-07 23:13:00,2024-02-07 23:13:00,FRAUD
10049,2024-01-07 23:28:00,2024-02-03 23:28:00,FRAUD
10050,2024-01-07 23:29:00,2024-02-08 23:29:00,NOT_RECEIVED
10053,2024-01-07 23:32:00,2024-02-15 23:32:00,FRAUD
10054,2024-01-07 23:33:00,2024-01-25 23:33:00,FRAUD
10055,2024-01-07 23:34:00,2024-02-01 23:34:00,FRAUD
10058,2024-01-07 23:37:00,2024-02-02 23:37:00,FRAUD
10059,2024-01-07 23:38:00,2024-01-28 23:38:00,FRAUD
10069,2024-01-07 23:48:00,2024-01-26 23:48:00,FRAUD
10074,2024-01-07 23:53:00,2024-01-19 23:53:00,FRAUD
10077,2024-01-07 23:56:00,2024-02-14 23:56:00,FRAUD
10085,2024-01-08 00:04:00,2024-01-18 00:04:00,NOT_RECEIVED
10086,2024-01-08 00:05:00,2024-02-18 00:05:00,FRAUD
10111,2024-01-08 00:30:00,2024-01-19 00:30:00,NOT_RECEIVED
10116,2024-01-08 00:35:00,2024-01-20 00:35:00,FRAUD
10118,2024-01-08 00:37:00,2024-01-28 00:37:00,DISPUTE_OTHER
10123,2024-01-08 00:42:00,2024-01-15 00:42:00,NOT_RECEIVED
10130,2024-01-08 00:49:00,2024-02-01 00:49:00,DISPUTE_OTHER
10131,2024-01-08 00:50:00,2024-02-01 00:50:00,NOT_RECEIVED
10139,2024-01-08 00:58:00,2024-02-04 00:58:00,DISPUTE_OTHER
10150,2024-01-08 01:09:00,2024-01-30 01:09:00,NOT_RECEIVED
10160,2024-01-08 01:19:00,2024-01-28 01:19:00,FRAUD
10174,2024-01-08 01:33:00,2024-01-16 01:33:00,FRAUD
10180,2024-01-08 01:39:00,2024-02-06 01:39:00,DISPUTE_OTHER
10181,2024-01-08 01:40:00,2024-02-05 01:40:00,NOT_RECEIVED
10184,2024-01-08 01:43:00,2024-01-29 01:43:00,FRAUD
10186,2024-01-08 01:45:00,2024-01-15 01:45:00,FRAUD
10187,2024-01-08 01:46:00,2024-02-22 01:46:00,DISPUTE_OTHER
10189,2024-01-08 01:48:00,2024-02-10 01:48:00,FRAUD
10190,2024-01-08 01:49:00,2024-01-21 01:49:00,FRAUD
10195,2024-01-08 01:54:00,2024-02-14 01:54:00,FRAUD
10198,2024-01-08 01:57:00,2024-02-04 01:57:00,FRAUD
10201,2024-01-08 02:00:00,2024-02-20 02:00:00,FRAUD
10203,2024-01-08 02:02:00,2024-02-08 02:02:00,DISPUTE_OTHER
10204,2024-01-08 02:03:00,2024-02-14 02:03:00,FRAUD
10207,2024-01-08 02:06:00,2024-02-19 02:06:00,FRAUD
10216,2024-01-08 02:15:00,2024-02-10 02:15:00,FRAUD
10222,2024-01-08 02:21:00,2024-02-12 02:21:00,DISPUTE_OTHER
10224,2024-01-08 02:23:00,2024-02-22 02:23:00,FRAUD
10226,2024-01-08 02:25:00,2024-02-10 02:25:00,FRAUD
10234,2024-01-08 02:33:00,2024-02-06 02:33:00,DISPUTE_OTHER
10237,2024-01-08 02:36:00,2024-01-31 02:36:00,FRAUD
10249,2024-01-08 02:48:00,2024-02-17 02:48:00,NOT_RECEIVED
10251,2024-01-08 02:50:00,2024-01-25 02:50:00,NOT_RECEIVED
10257,2024-01-08 02:56:00,2024-01-29 02:56:00,FRAUD
10260,2024-01-08 02:59:00,2024-01-28 02:59:00,FRAUD
10262,2024-01-08 03:01:00,2024-01-16 03:01:00,NOT_RECEIVED
10273,2024-01-08 03:12:00,2024-02-13 03:12:00,FRAUD
10285,2024-01-08 03:24:00,2024-01-22 03:24:00,DISPUTE_OTHER
10287,2024-01-08 03:26:00,2024-02-14 03:26:00,FRAUD
10297,2024-01-08 03:36:00,2024-02-01 03:36:00,FRAUD
10301,2024-01-08 03:40:00,2024-01-27 03:40:00,FRAUD
10325,2024-01-08 04:04:00,2024-01-25 04:04:00,FRAUD
10329,2024-01-08 04:08:00,2024-02-22 04:08:00,NOT_RECEIVED
10330,2024-01-08 04:09:00,2024-02-04 04:09:00,NOT_RECEIVED
10332,2024-01-08 04:11:00,2024-02-13 04:11:00,FRAUD
10334,2024-01-08 04:13:00,2024-01-29 04:13:00,FRAUD
10340,2024-01-08 04:19:00,2024-02-21 04:19:00,FRAUD
10374,2024-01-08 04:53:00,2024-02-01 04:53:00,FRAUD
10383,2024-01-08 05:02:00,2024-01-30 05:02:00,DISPUTE_OTHER
10389,2024-01-08 05:08:00,2024-02-06 05:08:00,FRAUD
10392,2024-01-08 05:11:00,2024-01-26 05:11:00,FRAUD
10394,2024-01-08 05:13:00,2024-02-14 05:13:00,DISPUTE_OTHER
10398,2024-01-08 05:17:00,2024-02-09 05:17:00,FRAUD
10399,2024-01-08 05:18:00,2024-02-18 05:18:00,DISPUTE_OTHER
10400,2024-01-08 05:19:00,2024-01-22 05:19:00,FRAUD
10403,2024-01-08 05:22:00,2024-01-17 05:22:00,FRAUD
10408,2024-01-08 05:27:00,2024-02-19 05:27:00,FRAUD
10412,2024-01-08 05:31:00,2024-01-28 05:31:00,FRAUD
10431,2024-01-08 05:50:00,2024-01-24 05:50:00,FRAUD
10434,2024-01-08 05:53:00,2024-01-31 05:53:00,NOT_RECEIVED
10438,2024-01-08 05:57:00,2024-01-24 05:57:00,FRAUD
10440,2024-01-08 05:59:00,2024-02-03 05:59:00,FRAUD
10445,2024-01-08 06:04:00,2024-02-10 06:04:00,FRAUD
10447,2024-01-08 06:06:00,2024-01-25 06:06:00,NOT_RECEIVED
10448,2024-01-08 06:07:00,2024-02-16 06:07:00,NOT_RECEIVED
10452,2024-01-08 06:11:00,2024-02-22 06:11:00,FRAUD
10458,2024-01-08 06:17:00,2024-01-20 06:17:00,NOT_RECEIVED
10459,2024-01-08 06:18:00,2024-02-08 06:18:00,FRAUD
10473,2024-01-08 06:32:00,2024-01-20 06:32:00,FRAUD
10476,2024-01-08 06:35:00,2024-01-19 06:35:00,FRAUD
10480,2024-01-08 06:39:00,2024-01-19 06:39:00,FRAUD
10482,2024-01-08 06:41:00,2024-02-07 06:41:00,DISPUTE_OTHER
10490,2024-01-08 06:49:00,2024-02-04 06:49:00,FRAUD
10498,2024-01-08 06:57:00,2024-01-28 06:57:00,FRAUD
10507,2024-01-08 07:06:00,2024-01-15 07:06:00,FRAUD
10511,2024-01-08 07:10:00,2024-02-18 07:10:00,FRAUD
10512,2024-01-08 07:11:00,2024-01-24 07:11:00,FRAUD
10520,2024-01-08 07:19:00,2024-01-29 07:19:00,NOT_RECEIVED
10521,2024-01-08 07:20:00,2024-01-30 07:20:00,FRAUD
10522,2024-01-08 07:21:00,2024-01-30 07:21:00,FRAUD
10523,2024-01-08 07:22:00,2024-02-22 07:22:00,FRAUD
10527,2024-01-08 07:26:00,2024-02-12 07:26:00,FRAUD
10537,2024-01-08 07:36:00,2024-01-28 07:36:00,FRAUD
10542,2024-01-08 07:41:00,2024-01-25 07:41:00,FRAUD
10547,2024-01-08 07:46:00,2024-01-15 07:46:00,FRAUD
10563,2024-01-08 08:02:00,2024-02-07 08:02:00,FRAUD
10565,2024-01-08 08:04:00,2024-02-21 08:04:00,FRAUD
10566,2024-01-08 08:05:00,2024-02-06 08:05:00,FRAUD
10567,2024-01-08 08:06:00,2024-01-21 08:06:00,NOT_RECEIVED
10570,2024-01-08 08:09:00,2024-01-22 08:09:00,FRAUD
10577,2024-01-08 08:16:00,2024-02-04 08:16:00,DISPUTE_OTHER
10580,2024-01-08 08:19:00,2024-02-05 08:19:00,FRAUD
10585,2024-01-08 08:24:00,2024-01-26 08:24:00,FRAUD
10590,2024-01-08 08:29:00,2024-01-26 08:29:00,FRAUD
10602,2024-01-08 08:41:00,2024-02-10 08:41:00,NOT_RECEIVED
10604,2024-01-08 08:43:00,2024-01-26 08:43:00,FRAUD
10614,2024-01-08 08:53:00,2024-01-21 08:53:00,NOT_RECEIVED
10632,2024-01-08 09:11:00,2024-02-12 09:11:00,FRAUD
10643,2024-01-08 09:22:00,2024-02-11 09:22:00,FRAUD
10645,2024-01-08 09:24:00,2024-02-22 09:24:00,FRAUD
10663,2024-01-08 09:42:00,2024-02-02 09:42:00,FRAUD
10671,2024-01-08 09:50:00,2024-02-11 09:50:00,NOT_RECEIVED
10672,2024-01-08 09:51:00,2024-02-13 09:51:00,NOT_RECEIVED
10679,2024-01-08 09:58:00,2024-01-18 09:58:00,FRAUD
10682,2024-01-08 10:01:00,2024-02-01 10:01:00,FRAUD
10688,2024-01-08 10:07:00,2024-01-30 10:07:00,FRAUD
10692,2024-01-08 10:11:00,2024-01-28 10:11:00,FRAUD
10693,2024-01-08 10:12:00,2024-02-17 10:12:00,DISPUTE_OTHER
10695,2024-01-08 10:14:00,2024-02-06 10:14:00,FRAUD
10700,2024-01-08 10:19:00,2024-01-26 10:19:00,FRAUD
10701,2024-01-08 10:20:00,2024-01-22 10:20:00,FRAUD
10704,2024-01-08 10:23:00,2024-02-06 10:23:00,NOT_RECEIVED
10706,2024-01-08 10:25:00,2024-01-21 10:25:00,FRAUD
10740,2024-01-08 10:59:00,2024-02-11 10:59:00,FRAUD
10743,2024-01-08 11:02:00,2024-02-12 11:02:00,NOT_RECEIVED
10746,2024-01-08 11:05:00,2024-02-08 11:05:00,NOT_RECEIVED
10771,2024-01-08 11:30:00,2024-02-09 11:30:00,DISPUTE_OTHER
10801,2024-01-08 12:00:00,2024-02-11 12:00:00,FRAUD
10803,2024-01-08 12:02:00,2024-01-18 12:02:00,FRAUD
10804,2024-01-08 12:03:00,2024-02-22 12:03:00,NOT_RECEIVED
10811,2024-01-08 12:10:00,2024-01-28 12:10:00,FRAUD
10813,2024-01-08 12:12:00,2024-02-05 12:12:00,NOT_RECEIVED
10814,2024-01-08 12:13:00,2024-02-06 12:13:00,FRAUD
10834,2024-01-08 12:33:00,2024-02-14 12:33:00,FRAUD
10838,2024-01-08 12:37:00,2024-02-12 12:37:00,NOT_RECEIVED
10853,2024-01-08 12:52:00,2024-01-21 12:52:00,DISPUTE_OTHER
10859,2024-01-08 12:58:00,2024-02-06 12:58:00,FRAUD
10864,2024-01-08 13:03:00,2024-01-17 13:03:00,DISPUTE_OTHER
10874,2024-01-08 13:13:00,2024-01-22 13:13:00,FRAUD
10879,2024-01-08 13:18:00,2024-02-06 13:18:00,FRAUD
10887,2024-01-08 13:26:00,2024-01-31 13:26:00,FRAUD
10889,2024-01-08 13:28:00,2024-02-17 13:28:00,FRAUD
10891,2024-01-08 13:30:00,2024-02-19 13:30:00,NOT_RECEIVED
10892,2024-01-08 13:31:00,2024-02-04 13:31:00,FRAUD
10895,2024-01-08 13:34:00,2024-01-25 13:34:00,FRAUD
10905,2024-01-08 13:44:00,2024-02-06 13:44:00,FRAUD
10908,2024-01-08 13:47:00,2024-02-20 13:47:00,FRAUD
10916,2024-01-08 13:55:00,2024-02-17 13:55:00,FRAUD
10918,2024-01-08 13:57:00,2024-01-31 13:57:00,FRAUD
10920,2024-01-08 13:59:00,2024-02-11 13:59:00,FRAUD
10921,2024-01-08 14:00:00,2024-02-21 14:00:00,FRAUD
10925,2024-01-08 14:04:00,2024-02-05 14:04:00,FRAUD
10932,2024-01-08 14:11:00,2024-01-15 14:11:00,FRAUD
10947,2024-01-08 14:26:00,2024-02-11 14:26:00,FRAUD
10949,2024-01-08 14:28:00,2024-01-16 14:28:00,FRAUD
10951,2024-01-08 14:30:00,2024-01-27 14:30:00,NOT_RECEIVED
10962,2024-01-08 14:41:00,2024-02-13 14:41:00,FRAUD
10965,2024-01-08 14:44:00,2024-02-06 14:44:00,DISPUTE_OTHER
10967,2024-01-08 14:46:00,2024-02-21 14:46:00,FRAUD
10972,2024-01-08 14:51:00,2024-01-15 14:51:00,FRAUD
10984,2024-01-08 15:03:00,2024-02-17 15:03:00,FRAUD
10985,2024-01-08 15:04:00,2024-02-02 15:04:00,FRAUD
10989,2024-01-08 15:08:00,2024-02-09 15:08:00,FRAUD
10993,2024-01-08 15:12:00,2024-02-08 15:12:00,FRAUD
11002,2024-01-08 15:21:00,2024-01-25 15:21:00,FRAUD
11006,2024-01-08 15:25:00,2024-01-31 15:25:00,NOT_RECEIVED
11008,2024-01-08 15:27:00,2024-02-07 15:27:00,FRAUD
11022,2024-01-08 15:41:00,2024-02-18 15:41:00,FRAUD
11024,2024-01-08 15:43:00,2024-01-27 15:43:00,FRAUD
11026,2024-01-08 15:45:00,2024-01-26 15:45:00,NOT_RECEIVED
11027,2024-01-08 15:46:00,2024-02-05 15:46:00,FRAUD
11037,2024-01-08 15:56:00,2024-02-12 15:56:00,FRAUD
11051,2024-01-08 16:10:00,2024-01-15 16:10:00,FRAUD
11053,2024-01-08 16:12:00,2024-01-21 16:12:00,FRAUD
11074,2024-01-08 16:33:00,2024-02-12 16:33:00,NOT_RECEIVED
11084,2024-01-08 16:43:00,2024-01-21 16:43:00,NOT_RECEIVED
11085,2024-01-08 16:44:00,2024-02-07 16:44:00,NOT_RECEIVED
11088,2024-01-08 16:47:00,2024-01-23 16:47:00,NOT_RECEIVED
11115,2024-01-08 17:14:00,2024-01-20 17:14:00,FRAUD
11118,2024-01-08 17:17:00,2024-02-21 17:17:00,FRAUD
11119,2024-01-08 17:18:00,2024-02-13 17:18:00,FRAUD
11122,2024-01-08 17:21:00,2024-01-16 17:21:00,FRAUD
11125,2024-01-08 17:24:00,2024-01-21 17:24:00,FRAUD
11133,2024-01-08 17:32:00,2024-02-14 17:32:00,FRAUD
11135,2024-01-08 17:34:00,2024-02-16 17:34:00,FRAUD
11155,2024-01-08 17:54:00,2024-01-16 17:54:00,NOT_RECEIVED
11160,2024-01-08 17:59:00,2024-02-14 17:59:00,FRAUD
11166,2024-01-08 18:05:00,2024-02-17 18:05:00,FRAUD
11174,2024-01-08 18:13:00,2024-01-31 18:13:00,DISPUTE_OTHER
11187,2024-01-08 18:26:00,2024-02-16 18:26:00,NOT_RECEIVED
11196,2024-01-08 18:35:00,2024-01-26 18:35:00,FRAUD
11200,2024-01-08 18:39:00,2024-02-04 18:39:00,NOT_RECEIVED
