ip_id,ip_risk_level
13803,0.2285
13804,0.0686
13805,0.0348
13806,0.2839
13807,0.1198
13808,0.0479
13809,0.0897
13810,0.0313
13811,0.017
13812,0.0532
13813,0.1361
13814,0.3196
13815,0.1155
13816,0.303
13817,0.1107
13818,0.0899
13819,0.253
13820,0.1045
13821,0.3332
13822,0.1744
13823,0.0092
13824,0.0745
13825,0.1203
13826,0.0154
13827,0.1765
13828,0.0366
13829,0.421
13830,0.0428
13831,0.0269
13832,0.0034
13833,0.0872
13834,0.0261
13835,0.0235
13836,0.0792
13837,0.2795
13838,0.0309
13839,0.0429
13840,0.099
13841,0.0663
13842,0.1517
13843,0.0751
13844,0.0956
13845,0.0042
13846,0.0658
13847,0.0171
13848,0.207
13849,0.0792
13850,0.0893
13851,0.0087
13852,0.7501
13853,0.1839
13854,0.1397
13855,0.0935
13856,0.0359
13857,0.155
13858,0.0867
13859,0.2892
13860,0.0649
13861,0.2038
13862,0.0013
13863,0.2135
13864,0.1884
13865,0.0323
13866,0.1207
13867,0.094
13868,0.0811
13869,0.17
13870,0.098
13871,0.2812
13872,0.4895
13873,0.1899
13874,0.0758
13875,0.0675
13876,0.1451
13877,0.1147
13878,0.0713
13879,0.1542
13880,0.3298
13881,0.0856
13882,0.1542
13883,0.0331
13884,0.3221
13885,0.0089
13886,0.0722
13887,0.1226
13888,0.2838
13889,0.0706
13890,0.2267
13891,0.1199
13892,0.0213
13893,0.1084
13894,0.2571
13895,0.065
13896,0.0279
13897,0.1015
13898,0.1019
13899,0.2602
13900,0.0299
13901,0.1221
13902,0.0417
13903,0.0553
13904,0.0113
13905,0.024
13906,0.1766
13907,0.0715
13908,0.1917
13909,0.9287
13910,0.1959
13911,0.0827
13912,0.1173
13913,0.1366
13914,0.0399
13915,0.0661
13916,0.1409
13917,0.1817
13918,0.1349
13919,0.1012
13920,0.1613
13921,0.1279
13922,0.0218
13923,0.1355
13924,0.2126
13925,0.2425
13926,0.1735
13927,0.0886
13928,0.087
13929,0.1767
13930,0.0577
13931,0.0134
13932,0.0992
13933,0.12
13934,0.016
13935,0.0684
13936,0.9464
13937,0.1488
13938,0.1493
13939,0.026
13940,0.0394
13941,0.0515
13942,0.0955
13943,0.0861
13944,0.0778
13945,0.1033
13946,0.9384
13947,0.1414
13948,0.0797
13949,0.0429
13950,0.002
13951,0.1992
13952,0.2019
13953,0.0697
13954,0.0476
13955,0.0714
13956,0.1288
13957,0.069
13958,0.0391
13959,0.0546
13960,0.0188
13961,0.1468
13962,0.0901
13963,0.1898
13964,0.0529
13965,0.1292
13966,0.8198
13967,0.0209
13968,0.0795
13969,0.0558
13970,0.0061
13971,0.0342
13972,0.102
13973,0.0721
13974,0.2564
13975,0.1073
13976,0.0322
13977,0.1411
13978,0.9261
13979,0.0744
13980,0.028
13981,0.0389
13982,0.1453
13983,0.1041
13984,0.0954
13985,0.0592
13986,0.1017
13987,0.0317
13988,0.0242
13989,0.0416
13990,0.0205
13991,0.1995
13992,0.095
13993,0.1366
13994,0.0109
13995,0.0287
13996,0.0512
13997,0.1484
13998,0.0454
13999,0.0205
14000,0.0479
14001,0.0597
14002,0.0576
14003,0.0937
14004,0.2006
14005,0.0515
14006,0.2521
14007,0.1088
14008,0.1429
14009,0.0873
14010,0.0041
14011,0.1218
14012,0.1801
14013,0.2782
14014,0.2329
14015,0.1062
14016,0.0972
14017,0.1127
14018,0.1203
14019,0.1827
14020,0.0267
14021,0.2108
14022,0.2634
14023,0.1693
14024,0.2994
14025,0.199
14026,0.0441
14027,0.0362
14028,0.1025
14029,0.2564
14030,0.0087
14031,0.15
14032,0.0253
14033,0.1817
14034,0.1697
14035,0.1777
14036,0.121
14037,0.1714
14038,0.1026
14039,0.121
14040,0.0232
14041,0.177
14042,0.0598
14043,0.0419
14044,0.1383
14045,0.0129
14046,0.1105
14047,0.0887
14048,0.2388
14049,0.2313
14050,0.0363
14051,0.0333
14052,0.1327
14053,0.1262
14054,0.1883
14055,0.005
14056,0.3073
14057,0.2878
14058,0.0477
14059,0.1343
14060,0.0678
14061,0.149
14062,0.1871
14063,0.1214
14064,0.1769
14065,0.1499
14066,0.0682
14067,0.0504
14068,0.1955
14069,0.2028
14070,0.2553
14071,0.0913
14072,0.0339
14073,0.0547
14074,0.0535
14075,0.083
14076,0.1125
14077,0.04
14078,0.0394
14079,0.018
14080,0.1067
14081,0.1676
14082,0.0559
14083,0.1849
14084,0.2702
14085,0.0486
14086,0.0956
14087,0.1237
14088,0.0879
14089,0.1123
14090,0.0379
14091,0.0826
14092,0.0344
14093,0.0982
14094,0.0817
14095,0.0814
14096,0.1494
14097,0.1202
14098,0.0836
14099,0.1619
14100,0.1719
14101,0.0027
14102,0.0172
14103,0.0408
14104,0.1171
14105,0.1417
14106,0.0839
14107,0.1312
14108,0.0198
14109,0.0566
14110,0.0347
14111,0.5099
14112,0.1034
14113,0.1525
14114,0.7644
14115,0.0547
14116,0.1677
14117,0.1534
14118,0.2688
14119,0.1513
14120,0.9153
14121,0.0727
14122,0.1969
14123,0.0364
14124,0.2382
14125,0.2129
14126,0.2585
14127,0.1323
14128,0.1276
14129,0.2893
14130,0.033
14131,0.7952
14132,0.2461
14133,0.1273
14134,0.7823
14135,0.1021
14136,0.1189
14137,0.0472
14138,0.063
14139,0.0461
14140,0.1508
14141,0.1699
14142,0.3036
14143,0.2534
14144,0.1278
14145,0.0391
14146,0.1393
14147,0.3388
14148,0.0864
14149,0.0555
14150,0.1019
14151,0.1962
14152,0.0132
14153,0.032
14154,0.1386
14155,0.1129
14156,0.1321
14157,0.0272
14158,0.3371
14159,0.057
14160,0.0155
14161,0.0822
14162,0.1647
14163,0.1353
14164,0.2074
14165,0.1166
14166,0.0556
14167,0.0649
14168,0.0311
14169,0.1031
14170,0.2422
14171,0.1739
14172,0.0131
14173,0.2722
14174,0.0943
14175,0.1484
14176,0.0153
14177,0.3015
14178,0.0601
14179,0.1044
14180,0.1083
14181,0.0266
14182,0.9315
14183,0.0531
14184,0.1328
14185,0.2591
14186,0.0842
14187,0.2134
14188,0.1753
14189,0.0322
14190,0.1075
14191,0.0378
14192,0.1299
14193,0.1108
14194,0.1051
14195,0.0625
14196,0.0132
14197,0.1221
14198,0.8599
14199,0.1053
14200,0.0795
14201,0.0724
14202,0.1398
14203,0.0273
14204,0.0034
14205,0.2826
14206,0.0389
14207,0.0422
14208,0.0842
14209,0.013
14210,0.0555
14211,0.0356
14212,0.0068
14213,0.0738
14214,0.0196
14215,0.1144
14216,0.0726
14217,0.2119
14218,0.033
14219,0.0606
14220,0.0074
14221,0.1541
14222,0.0514
14223,0.1438
14224,0.0904
14225,0.039
14226,0.1293
14227,0.0317
14228,0.0595
14229,0.0593
14230,0.1401
14231,0.0749
14232,0.371
14233,0.1127
14234,0.0934
14235,0.0311
14236,0.1358
14237,0.0751
14238,0.1584
14239,0.0482
14240,0.0936
14241,0.1454
14242,0.0944
14243,0.3738
14244,0.0159
14245,0.1431
14246,0.0688
14247,0.1008
14248,0.1092
14249,0.1045
14250,0.0871
14251,0.0774
14252,0.0615
14253,0.0522
14254,0.0122
14255,0.0452
14256,0.127
14257,0.1394
14258,0.1202
14259,0.0435
14260,0.0712
14261,0.1961
14262,0.2949
14263,0.1054
14264,0.0011
14265,0.0663
14266,0.0378
14267,0.1652
14268,0.0842
14269,0.0431
14270,0.0191
14271,0.1658
14272,0.1391
14273,0.208
14274,0.179
14275,0.1037
14276,0.1704
14277,0.1547
14278,0.0175
14279,0.0778
14280,0.1689
14281,0.2498
14282,0.2379
14283,0.2029
14284,0.216
14285,0.1401
14286,0.0492
14287,0.0681
14288,0.1748
14289,0.0606
14290,0.1579
14291,0.251
14292,0.0163
14293,0.0452
14294,0.0929
14295,0.1764
14296,0.1011
14297,0.0787
14298,0.0432
14299,0.9278
14300,0.308
14301,0.1774
14302,0.0573
14303,0.0631
14304,0.1519
14305,0.0517
14306,0.0811
14307,0.0899
14308,0.0513
14309,0.0825
14310,0.0282
14311,0.2237
14312,0.2519
14313,0.085
14314,0.0781
14315,0.0731
14316,0.232
14317,0.1135
14318,0.0549
14319,0.2157
14320,0.1104
14321,0.2457
14322,0.2006
14323,0.0844
14324,0.1515
14325,0.0668
14326,0.0406
14327,0.1095
14328,0.2452
14329,0.054
14330,0.1101
14331,0.1122
14332,0.0731
14333,0.1035
14334,0.0628
14335,0.1481
14336,0.8615
14337,0.056
14338,0.1045
14339,0.0747
14340,0.2288
14341,0.0495
14342,0.0566
14343,0.049
14344,0.0396
14345,0.1105
14346,0.0119
14347,0.0204
14348,0.0345
14349,0.0144
14350,0.126
14351,0.2946
14352,0.0062
14353,0.1425
14354,0.0163
14355,0.1722
14356,0.0547
14357,0.2293
14358,0.2392
14359,0.1064
14360,0.1119
14361,0.1892
14362,0.1301
14363,0.0106
14364,0.1321
14365,0.2638
14366,0.2466
14367,0.0127
14368,0.2094
14369,0.0008
14370,0.0694
14371,0.029
14372,0.1791
14373,0.0828
14374,0.229
14375,0.0465
14376,0.2695
14377,0.1339
14378,0.7696
14379,0.2945
14380,0.0582
14381,0.293
14382,0.0884
14383,0.0491
14384,0.1101
14385,0.1796
14386,0.1134
14387,0.1013
14388,0.0597
14389,0.1568
14390,0.0474
14391,0.0497
14392,0.1764
14393,0.1457
14394,0.0829
14395,0.3358
14396,0.0925
14397,0.2694
14398,0.0281
14399,0.2683
14400,0.0062
14401,0.0726
14402,0.2894
14403,0.0955
14404,0.0237
14405,0.022
14406,0.144
14407,0.192
14408,0.3247
14409,0.1909
14410,0.079
14411,0.0482
14412,0.0435
14413,0.1903
14414,0.0272
14415,0.1151
14416,0.2188
14417,0.1336
14418,0.0844
14419,0.1067
14420,0.0216
14421,0.0833
14422,0.2248
14423,0.2465
14424,0.0615
14425,0.066
14426,0.3496
14427,0.1878
14428,0.0267
14429,0.0332
14430,0.3505
14431,0.0504
14432,0.2109
14433,0.0766
14434,0.1574
14435,0.0126
14436,0.1676
14437,0.0116
14438,0.5395
14439,0.0558
14440,0.0792
14441,0.217
14442,0.153
14443,0.1057
14444,0.1545
14445,0.1401
14446,0.1208
14447,0.1128
14448,0.0993
14449,0.0628
14450,0.9375
14451,0.1762
14452,0.099
14453,0.1293
14454,0.1089
14455,0.0606
14456,0.0492
14457,0.0805
14458,0.2339
14459,0.0246
14460,0.1953
14461,0.1156
14462,0.0098
14463,0.2723
14464,0.0295
14465,0.1452
14466,0.0249
14467,0.0897
14468,0.1523
14469,0.1349
14470,0.0532
14471,0.1656
14472,0.1433
14473,0.0404
14474,0.2628
14475,0.3951
14476,0.1201
14477,0.1186
14478,0.0031
14479,0.0855
14480,0.0074
14481,0.0574
14482,0.1576
14483,0.2044
14484,0.047
14485,0.108
14486,0.2867
14487,0.0682
14488,0.9433
14489,0.1479
14490,0.198
14491,0.1872
14492,0.0393
14493,0.0577
14494,0.0566
14495,0.3249
14496,0.1111
14497,0.0458
14498,0.1817
14499,0.116
14500,0.059
14501,0.1401
14502,0.1047
14503,0.0294
14504,0.0709
14505,0.2428
14506,0.0283
14507,0.0505
14508,0.0982
14509,0.0622
14510,0.1751
14511,0.1405
14512,0.1089
14513,0.3408
14514,0.0081
14515,0.2509
14516,0.2091
14517,0.0643
14518,0.0603
14519,0.0519
14520,0.0744
14521,0.0758
14522,0.019
14523,0.0213
14524,0.1838
14525,0.1847
14526,0.1671
14527,0.2705
14528,0.0683
14529,0.0533
14530,0.1273
14531,0.1226
14532,0.1126
14533,0.421
14534,0.0175
14535,0.1422
14536,0.1687
14537,0.0322
14538,0.0382
14539,0.0652
14540,0.169
14541,0.2041
14542,0.0955
14543,0.0824
14544,0.0274
14545,0.043
14546,0.235
14547,0.1653
14548,0.0616
14549,0.7635
14550,0.1347
14551,0.198
14552,0.3534
14553,0.1957
14554,0.0106
14555,0.0002
14556,0.0741
14557,0.0824
14558,0.1583
14559,0.0443
14560,0.075
14561,0.0277
14562,0.0513
14563,0.0142
14564,0.0507
14565,0.092
14566,0.0049
14567,0.1606
14568,0.194
14569,0.0259
14570,0.1413
14571,0.0934
14572,0.1588
14573,0.1672
14574,0.1621
14575,0.3248
14576,0.1871
14577,0.0951
14578,0.0123
14579,0.2277
14580,0.0165
14581,0.1394
14582,0.0286
14583,0.1011
14584,0.0338
14585,0.2604
14586,0.0675
14587,0.1617
14588,0.1253
14589,0.0182
14590,0.063
14591,0.0757
14592,0.0495
14593,0.1329
14594,0.1961
14595,0.0841
14596,0.0745
14597,0.2077
14598,0.0561
14599,0.0811
14600,0.1613
14601,0.0682
14602,0.3272
14603,0.0721
14604,0.0275
14605,0.8929
14606,0.4114
14607,0.0432
14608,0.2486
14609,0.1642
14610,0.0678
14611,0.1476
14612,0.1309
14613,0.0708
14614,0.0351
14615,0.115
14616,0.1149
14617,0.1296
14618,0.108
14619,0.0247
14620,0.1167
14621,0.1451
14622,0.1009
14623,0.043
14624,0.0572
14625,0.0209
14626,0.055
14627,0.0258
14628,0.0118
14629,0.3561
14630,0.0901
14631,0.1672
14632,0.0738
14633,0.3508
14634,0.0769
14635,0.1303
14636,0.0555
14637,0.0181
14638,0.0355
14639,0.1619
14640,0.1203
14641,0.0893
14642,0.0162
14643,0.1822
14644,0.0656
14645,0.1148
14646,0.2935
14647,0.1081
14648,0.0596
14649,0.1836
14650,0.0634
14651,0.0049
14652,0.0553
14653,0.1039
14654,0.1102
14655,0.0972
14656,0.2758
14657,0.0131
14658,0.0019
14659,0.2545
14660,0.1336
14661,0.2518
14662,0.0495
14663,0.338
14664,0.1495
14665,0.0065
14666,0.0401
14667,0.0739
14668,0.0983
14669,0.4125
14670,0.1514
14671,0.0362
14672,0.0693
14673,0.2049
14674,0.1014
14675,0.0308
14676,0.0591
14677,0.1757
14678,0.0567
14679,0.0883
14680,0.1364
14681,0.0539
14682,0.0712
14683,0.0509
14684,0.1197
14685,0.2414
14686,0.2991
14687,0.2802
14688,0.0022
14689,0.055
14690,0.0806
14691,0.1356
14692,0.1066
14693,0.1362
14694,0.1473
14695,0.0041
14696,0.0319
14697,0.0555
14698,0.2367
14699,0.0202
14700,0.0894
14701,0.0534
14702,0.0356
14703,0.0691
14704,0.0206
14705,0.0596
14706,0.0943
14707,0.2078
14708,0.1046
14709,0.1504
14710,0.2022
14711,0.24
14712,0.0198
14713,0.0323
14714,0.1458
14715,0.1877
14716,0.0831
14717,0.1171
14718,0.1924
14719,0.1342
14720,0.2921
14721,0.1665
14722,0.18
14723,0.0312
14724,0.2908
14725,0.1641
14726,0.0868
14727,0.0022
14728,0.0168
14729,0.2461
14730,0.0856
14731,0.3208
14732,0.0395
14733,0.2465
14734,0.1098
14735,0.2323
14736,0.0167
14737,0.059
14738,0.1399
14739,0.1697
14740,0.0561
14741,0.1723
14742,0.1007
14743,0.1884
14744,0.142
14745,0.1293
14746,0.0676
14747,0.1437
14748,0.1699
14749,0.1055
14750,0.0584
14751,0.0266
14752,0.1046
14753,0.0248
14754,0.1539
14755,0.1175
14756,0.0353
14757,0.0711
14758,0.4683
14759,0.3363
14760,0.1204
14761,0.132
14762,0.0562
14763,0.2089
14764,0.2037
14765,0.0209
14766,0.0846
14767,0.0429
14768,0.0694
14769,0.2724
14770,0.2103
14771,0.1229
14772,0.2362
14773,0.1809
14774,0.1041
14775,0.9108
14776,0.2854
14777,0.2172
14778,0.1756
14779,0.0656
14780,0.1988
14781,0.016
14782,0.2042
14783,0.05
14784,0.2796
14785,0.4006
14786,0.1168
14787,0.12
14788,0.043
14789,0.104
14790,0.2378
14791,0.0929
14792,0.0509
14793,0.0579
14794,0.4623
14795,0.1163
14796,0.078
14797,0.1127
14798,0.0656
14799,0.0326
14800,0.0672
14801,0.13
14802,0.0787
14803,0.2826
14804,0.0163
14805,0.2253
14806,0.0355
14807,0.237
14808,0.2027
14809,0.0414
14810,0.8659
14811,0.256
14812,0.0284
14813,0.1244
14814,0.1831
14815,0.0565
14816,0.0263
14817,0.2671
14818,0.1893
14819,0.0756
14820,0.0657
14821,0.1308
14822,0.0123
14823,0.1368
14824,0.0039
14825,0.0145
14826,0.1348
14827,0.2301
14828,0.3198
14829,0.1745
14830,0.0737
14831,0.049
14832,0.0443
14833,0.0592
14834,0.1272
14835,0.0572
14836,0.0087
14837,0.0162
14838,0.0013
14839,0.1236
14840,0.0448
14841,0.0949
14842,0.2426
14843,0.0484
14844,0.1045
14845,0.3012
14846,0.3922
14847,0.0097
14848,0.1008
14849,0.1028
14850,0.0578
14851,0.0949
14852,0.2984
14853,0.1469
14854,0.2184
14855,0.0313
14856,0.0437
14857,0.0343
14858,0.1451
14859,0.1999
14860,0.1979
14861,0.0434
14862,0.2302
14863,0.2434
14864,0.0428
14865,0.0014
14866,0.0245
14867,0.0504
14868,0.2728
14869,0.1366
14870,0.1568
14871,0.1002
14872,0.1558
14873,0.4006
14874,0.0265
14875,0.202
14876,0.2107
14877,0.1988
14878,0.1199
14879,0.186
14880,0.3634
14881,0.0216
14882,0.1521
14883,0.0639
14884,0.127
14885,0.1744
14886,0.0162
14887,0.1256
14888,0.1222
14889,0.063
14890,0.1485
14891,0.1332
14892,0.0837
14893,0.1251
14894,0.0357
14895,0.098
14896,0.0641
14897,0.2609
14898,0.0826
14899,0.0616
14900,0.0661
14901,0.0366
14902,0.1701
14903,0.022
14904,0.0734
14905,0.0917
14906,0.1202
14907,0.3775
14908,0.0067
14909,0.069
14910,0.1858
14911,0.0966
14912,0.1174
14913,0.1016
14914,0.0019
14915,0.2455
14916,0.1214
14917,0.0309
14918,0.0089
14919,0.2358
14920,0.0851
14921,0.2506
14922,0.0751
14923,0.0713
14924,0.2618
14925,0.056
14926,0.0239
14927,0.0234
14928,0.182
14929,0.0649
14930,0.2295
14931,0.1914
14932,0.0464
14933,0.0145
14934,0.1027
14935,0.0244
14936,0.0478
14937,0.0787
14938,0.1893
14939,0.2553
14940,0.1926
14941,0.0421
14942,0.044
14943,0.0368
14944,0.1369
14945,0.1043
14946,0.0343
14947,0.0201
14948,0.0376
14949,0.0392
14950,0.1692
14951,0.4467
14952,0.14
14953,0.106
14954,0.2528
14955,0.0685
14956,0.0936
14957,0.0327
14958,0.1447
14959,0.1795
14960,0.2411
14961,0.1076
14962,0.0268
14963,0.3095
14964,0.3199
14965,0.3257
14966,0.0726
14967,0.0872
14968,0.0351
14969,0.2006
14970,0.0852
14971,0.1446
14972,0.1077
14973,0.4312
14974,0.1705
14975,0.1684
14976,0.0627
14977,0.2472
14978,0.0412
14979,0.4756
14980,0.004
14981,0.0609
14982,0.1739
14983,0.0946
14984,0.2075
14985,0.0756
14986,0.0274
14987,0.0633
14988,0.0789
14989,0.0893
14990,0.0431
14991,0.0123
14992,0.1734
14993,0.3821
14994,0.0134
14995,0.051
14996,0.0557
14997,0.1616
14998,0.0682
14999,0.0798
15000,0.1757
15001,0.0656
15002,0.0549
15003,0.1086
15004,0.007
15005,0.1977
15006,0.2411
15007,0.303
15008,0.0635
15009,0.0657
15010,0.1445
15011,0.1005
15012,0.037
15013,0.1478
15014,0.0199
15015,0.8277
15016,0.1119
15017,0.0211
15018,0.0697
15019,0.0903
15020,0.0856
15021,0.0489
15022,0.0281
15023,0.2015
15024,0.1659
15025,0.1356
15026,0.0288
15027,0.0287
15028,0.0819
15029,0.0462
15030,0.1221
15031,0.0727
15032,0.0757
15033,0.1027
15034,0.0515
15035,0.0091
15036,0.1083
15037,0.135
15038,0.0119
15039,0.098
15040,0.1106
15041,0.0628
15042,0.0851
15043,0.1906
15044,0.0214
15045,0.1883
15046,0.0869
15047,0.1299
15048,0.1219
15049,0.9776
15050,0.0909
15051,0.1513
15052,0.0727
15053,0.0817
15054,0.1923
15055,0.0334
15056,0.0842
15057,0.0664
15058,0.0877
15059,0.1741
15060,0.1146
15061,0.1544
15062,0.0026
15063,0.119
15064,0.0875
15065,0.143
15066,0.8048
15067,0.0632
15068,0.4363
15069,0.1827
15070,0.048
15071,0.1628
15072,0.0446
15073,0.0456
15074,0.0896
15075,0.023
15076,0.1122
15077,0.1014
15078,0.187
15079,0.0745
15080,0.3497
15081,0.0642
15082,0.2011
15083,0.0234
15084,0.0633
15085,0.0066
15086,0.0147
15087,0.1394
15088,0.1692
15089,0.0814
15090,0.0389
15091,0.0423
15092,0.0196
15093,0.1697
15094,0.1478
15095,0.2081
15096,0.2846
15097,0.2579
15098,0.2168
15099,0.0931
15100,0.1788
15101,0.0126
15102,0.0699
15103,0.3363
15104,0.2003
15105,0.0628
15106,0.0455
15107,0.1213
15108,0.0232
15109,0.0353
15110,0.1128
15111,0.0637
15112,0.1006
15113,0.0436
15114,0.139
15115,0.2363
15116,0.1172
15117,0.0667
15118,0.0154
15119,0.1224
15120,0.0389
15121,0.1925
15122,0.0872
15123,0.1427
15124,0.0868
15125,0.1991
15126,0.1261
15127,0.1133
15128,0.8928
15129,0.2409
15130,0.168
15131,0.0204
15132,0.0922
15133,0.2823
15134,0.1639
15135,0.1002
15136,0.0054
15137,0.1809
15138,0.219
15139,0.0441
15140,0.027
15141,0.0645
15142,0.1635
15143,0.186
15144,0.1079
15145,0.0635
15146,0.1492
15147,0.0532
15148,0.0845
15149,0.1253
15150,0.0422
15151,0.3382
15152,0.1893
15153,0.0325
15154,0.1211
15155,0.0233
15156,0.051
15157,0.2235
15158,0.0715
15159,0.2518
15160,0.1738
15161,0.155
15162,0.1492
15163,0.4703
15164,0.0686
15165,0.0428
15166,0.2062
15167,0.0374
15168,0.1282
15169,0.3373
15170,0.1821
15171,0.2444
15172,0.008
15173,0.0096
15174,0.5815
15175,0.1606
15176,0.1248
15177,0.4339
15178,0.0565
15179,0.0956
15180,0.1368
15181,0.1172
15182,0.0655
15183,0.1107
15184,0.1829
15185,0.0546
15186,0.0577
15187,0.0753
15188,0.0804
15189,0.0784
15190,0.1812
15191,0.0633
15192,0.7918
15193,0.0636
15194,0.0826
15195,0.0961
15196,0.0828
15197,0.1796
15198,0.0559
15199,0.1115
15200,0.0958
15201,0.0645
15202,0.011
15203,0.7671
15204,0.9718
15205,0.029
15206,0.0833
15207,0.1623
15208,0.0603
15209,0.0327
15210,0.4883
15211,0.0424
15212,0.0839
15213,0.3784
15214,0.0521
15215,0.1357
15216,0.9193
15217,0.2546
15218,0.0728
15219,0.0039
15220,0.0057
15221,0.0644
15222,0.1028
15223,0.3456
15224,0.0175
15225,0.1623
15226,0.0568
15227,0.0716
15228,0.1412
15229,0.1082
15230,0.3369
15231,0.1897
15232,0.1325
15233,0.1284
15234,0.0462
15235,0.0616
15236,0.0564
15237,0.1043
15238,0.0054
15239,0.0808
15240,0.0498
15241,0.0098
15242,0.1484
15243,0.1216
15244,0.1887
15245,0.0464
15246,0.2845
15247,0.3516
15248,0.0475
15249,0.2566
15250,0.3217
15251,0.44
15252,0.085
15253,0.1234
15254,0.0315
15255,0.1506
15256,0.1467
15257,0.1759
15258,0.1861
15259,0.0379
15260,0.1083
15261,0.0695
15262,0.0363
15263,0.2675
15264,0.0877
15265,0.0815
15266,0.1951
15267,0.176
15268,0.0883
15269,0.2011
15270,0.0133
15271,0.0502
15272,0.1363
15273,0.1658
15274,0.064
15275,0.0892
15276,0.052
15277,0.0302
15278,0.0884
15279,0.0788
15280,0.3949
15281,0.0805
15282,0.1786
15283,0.1598
15284,0.1114
15285,0.0815
15286,0.0372
15287,0.0373
15288,0.1457
15289,0.0793
15290,0.3054
15291,0.0634
15292,0.0523
15293,0.0555
15294,0.2566
15295,0.2264
15296,0.0799
15297,0.1004
15298,0.0463
15299,0.0969
15300,0.3198
15301,0.2189
15302,0.0786
15303,0.2494
15304,0.0554
15305,0.4173
15306,0.048
15307,0.0188
15308,0.0328
15309,0.2437
15310,0.0471
15311,0.0484
15312,0.2588
15313,0.1006
15314,0.0562
15315,0.1824
15316,0.1021
15317,0.054
15318,0.1997
15319,0.0504
15320,0.0238
15321,0.2093
15322,0.0109
15323,0.0323
15324,0.0362
15325,0.3566
15326,0.0325
15327,0.1727
15328,0.0743
15329,0.2343
15330,0.2065
15331,0.1366
15332,0.0908
15333,0.0701
15334,0.1789
15335,0.0473
15336,0.0299
15337,0.2091
15338,0.3655
15339,0.0571
15340,0.0816
15341,0.1243
15342,0.0888
15343,0.0699
15344,0.0333
15345,0.0649
15346,0.2515
15347,0.0482
15348,0.2187
15349,0.1615
15350,0.0701
15351,0.291
15352,0.0481
15353,0.0407
15354,0.1918
15355,0.0128
15356,0.0794
15357,0.116
15358,0.0462
15359,0.1472
15360,0.0746
15361,0.0257
15362,0.0652
15363,0.0234
15364,0.1626
15365,0.0406
15366,0.1226
15367,0.0838
15368,0.0327
15369,0.0844
15370,0.1972
15371,0.0998
15372,0.1614
15373,0.1289
15374,0.0482
15375,0.0711
15376,0.0474
15377,0.3638
15378,0.2195
15379,0.1214
15380,0.0447
15381,0.1993
15382,0.1586
15383,0.0347
15384,0.1383
15385,0.1049
15386,0.2665
15387,0.1155
15388,0.0048
15389,0.0998
15390,0.1047
15391,0.0346
15392,0.0476
15393,0.2904
15394,0.0059
15395,0.2607
15396,0.0528
15397,0.1222
15398,0.1773
15399,0.2299
15400,0.0866
15401,0.3636
15402,0.3035
15403,0.1807
15404,0.1064
15405,0.0417
15406,0.0067
15407,0.1297
15408,0.1446
15409,0.0846
15410,0.1707
15411,0.0911
15412,0.1155
15413,0.1722
15414,0.418
15415,0.0143
15416,0.1219
15417,0.0383
15418,0.1302
15419,0.264
15420,0.1311
15421,0.0462
15422,0.2505
15423,0.0516
15424,0.0091
15425,0.0327
15426,0.2986
15427,0.0682
15428,0.0468
15429,0.0963
15430,0.0348
15431,0.0773
15432,0.0813
15433,0.0169
15434,0.0513
15435,0.1949
15436,0.897
15437,0.7852
15438,0.1754
15439,0.1871
15440,0.0654
15441,0.1988
15442,0.1249
15443,0.1647
15444,0.1754
15445,0.0403
15446,0.0322
15447,0.0443
15448,0.0374
15449,0.2036
15450,0.0462
15451,0.1393
15452,0.0233
15453,0.2304
15454,0.1896
15455,0.0461
15456,0.0318
15457,0.0357
15458,0.1718
15459,0.3368
15460,0.156
15461,0.5383
15462,0.3356
15463,0.1856
15464,0.2184
15465,0.1617
15466,0.0365
15467,0.0506
15468,0.2304
15469,0.0255
15470,0.0857
15471,0.1751
15472,0.0106
15473,0.2438
15474,0.015
15475,0.0434
15476,0.046
15477,0.0862
15478,0.0333
15479,0.0558
15480,0.083
15481,0.0771
15482,0.1757
15483,0.2193
15484,0.0586
15485,0.1946
15486,0.4015
15487,0.0238
15488,0.7722
15489,0.1046
15490,0.0217
15491,0.345
15492,0.1606
15493,0.876
15494,0.0821
15495,0.0621
15496,0.1402
15497,0.0595
15498,0.2675
15499,0.0964
15500,0.1698
15501,0.1443
15502,0.0056
15503,0.0965
15504,0.1114
15505,0.1178
15506,0.0947
15507,0.2116
15508,0.0263
15509,0.0518
15510,0.3098
15511,0.0884
15512,0.0874
15513,0.0778
15514,0.0673
15515,0.1793
15516,0.0404
15517,0.3046
15518,0.0964
15519,0.208
15520,0.2956
15521,0.0644
15522,0.0568
15523,0.0249
15524,0.0877
15525,0.1866
15526,0.3573
15527,0.2654
15528,0.0943
15529,0.1587
15530,0.1217
15531,0.1838
15532,0.104
15533,0.2057
15534,0.1476
15535,0.0656
15536,0.1434
15537,0.0254
15538,0.0312
15539,0.0484
15540,0.0867
15541,0.0815
15542,0.037
15543,0.2573
15544,0.1147
15545,0.0969
15546,0.0894
15547,0.0321
15548,0.0575
15549,0.1529
15550,0.2817
15551,0.029
15552,0.3038
15553,0.1535
15554,0.1331
15555,0.1562
15556,0.0284
15557,0.0601
15558,0.0772
15559,0.0882
15560,0.0902
15561,0.1198
15562,0.1122
15563,0.9734
15564,0.4124
15565,0.9659
15566,0.1533
15567,0.104
15568,0.044
15569,0.1316
