transaction_id,created_at,user_id,device_id,ip_id,merchant_id,country,card_country,channel,psp_name,payment_method,amount,bin_risk,ip_risk_level,user_age_days,email_risk,is_3ds,retry_count,auth_status,decline_code,is_psp_outage_window,fraud_label
5108,2024-01-04 13:07:00,22191,9782,28611,1370,US,US,App,Stripe,VISA,317.58,0.1408,0.2052,20,0,0,0,Approved,,0,0
5109,2024-01-04 13:08:00,219,3205,29299,1476,US,US,App,Adyen,VISA,96.41,0.4264,0.0596,73,0,1,0,Declined,201,0,0
5110,2024-01-04 13:09:00,26808,13788,9364,324,US,US,Web,Checkout,VISA,31.12,0.2109,0.0456,46,0,1,0,Approved,,0,0
5111,2024-01-04 13:10:00,17662,2418,42423,875,TH,TH,App,Checkout,MASTERCARD,30.47,0.0861,0.1185,42,0,0,0,Approved,,0,0
5112,2024-01-04 13:11:00,29846,2714,11609,1090,SG,SG,Web,Checkout,MASTERCARD,174.64,0.1011,0.1094,28,0,0,1,Declined,51,0,0
5113,2024-01-04 13:12:00,4109,9802,221,1202,BR,BR,Web,Checkout,VISA,166.92,0.0986,0.0516,155,0,0,3,Approved,,0,0
5114,2024-01-04 13:13:00,17310,12068,44822,1683,BR,BR,App,Checkout,PIX,37.56,0.1959,0.1702,23,0,0,0,Declined,51,0,1
5115,2024-01-04 13:14:00,2690,15206,2823,123,MX,MX,Web,Checkout,VISA,137.4,0.1259,0.1898,36,0,1,0,Approved,,0,0
5116,2024-01-04 13:15:00,20525,8819,11370,283,BR,BR,App,Checkout,MASTERCARD,41.53,0.1399,0.1407,120,0,0,2,Approved,,0,0
5117,2024-01-04 13:16:00,29967,2796,14313,1194,MX,MX,App,Stripe,VISA,41.05,0.034,0.085,24,0,0,2,Approved,,0,1
5118,2024-01-04 13:17:00,22287,6153,34011,941,PH,PH,Web,Checkout,PayPal,51.19,0.023,0.0121,122,0,0,1,Declined,51,0,0
5119,2024-01-04 13:18:00,18156,4751,30344,698,MX,MX,Web,Adyen,VISA,158.76,0.0666,0.0325,40,0,0,1,Approved,,0,0
5120,2024-01-04 13:19:00,13167,5976,28757,495,SG,SG,App,Stripe,VISA,159.04,0.144,0.0976,35,0,1,1,Approved,,0,1
5121,2024-01-04 13:20:00,18297,5303,23334,1103,TH,IN,App,Adyen,MASTERCARD,71.74,0.201,0.1969,4,0,0,0,Declined,14,0,0
5122,2024-01-04 13:21:00,3166,13791,38430,1689,TH,TH,Web,Adyen,MASTERCARD,171.3,0.0871,0.1085,47,0,0,0,Declined,201,0,0
5123,2024-01-04 13:22:00,23172,10427,44278,312,BR,BR,Web,Stripe,VISA,140.15,0.0399,0.0034,22,0,0,2,Approved,,0,1
5124,2024-01-04 13:23:00,27160,6087,13406,250,ID,ID,App,Checkout,VISA,31.95,0.0546,0.1412,11,0,1,0,Approved,,0,0
5125,2024-01-04 13:24:00,454,16569,4790,505,DE,DE,App,Adyen,VISA,20.76,0.2045,0.0286,166,1,0,0,Approved,,0,0
5126,2024-01-04 13:25:00,16157,7387,32359,903,MX,MX,App,Stripe,MASTERCARD,108.9,0.0254,0.1348,25,0,0,1,Approved,,0,0
5127,2024-01-04 13:26:00,29220,8277,14781,806,BR,BR,Web,Adyen,VISA,28.23,0.0279,0.016,25,0,0,3,Approved,,0,0
5128,2024-01-04 13:27:00,8776,8041,31244,251,US,US,Web,Stripe,VISA,158.02,0.0838,0.0628,9,0,0,0,Approved,,0,0
5129,2024-01-04 13:28:00,10986,11001,6098,1870,MX,MX,App,Checkout,VISA,130.46,0.0109,0.1934,17,0,0,0,Approved,,0,0
5130,2024-01-04 13:29:00,18332,9389,36280,104,MX,MX,Web,Stripe,MASTERCARD,167.94,0.2716,0.1622,49,0,0,0,Declined,51,0,0
5131,2024-01-04 13:30:00,19509,17294,24562,1313,US,US,App,Stripe,PayPal,11.92,0.0208,0.0177,244,0,0,2,Approved,,0,1
5132,2024-01-04 13:31:00,5029,5075,43204,1706,SG,SG,Web,Checkout,VISA,27.09,0.0026,0.1137,91,1,0,1,Approved,,0,1
5133,2024-01-04 13:32:00,26141,5587,42778,1066,BR,BR,App,Stripe,VISA,66.76,0.077,0.0379,39,0,0,0,Approved,,0,0
5134,2024-01-04 13:33:00,26243,17754,42709,1373,SG,SG,Web,Adyen,VISA,43.84,0.0584,0.2164,3,0,0,0,Approved,,0,0
5135,2024-01-04 13:34:00,17362,2742,13325,1912,IN,IN,Web,Stripe,UPI,44.03,0.0977,0.0666,18,0,0,1,Approved,,0,0
5136,2024-01-04 13:35:00,12717,17131,25262,1655,IN,IN,App,Stripe,VISA,38.0,0.1398,0.1206,5,0,0,0,Declined,14,0,0
5137,2024-01-04 13:36:00,27365,14568,36608,291,MX,MX,App,Checkout,VISA,84.99,0.158,0.1435,221,0,0,1,Approved,,0,0
5138,2024-01-04 13:37:00,29105,12770,19836,1223,MX,MX,App,Stripe,VISA,90.68,0.1428,0.1093,141,1,1,1,Declined,51,0,0
5139,2024-01-04 13:38:00,21151,1521,12126,687,TH,TH,App,Checkout,VISA,109.39,0.8129,0.0254,85,0,0,1,Approved,,0,0
5140,2024-01-04 13:39:00,29430,5915,24712,81,IN,IN,App,Stripe,UPI,2.65,0.0547,0.0589,2,0,0,0,Approved,,0,0
5141,2024-01-04 13:40:00,26272,9152,11953,1026,IN,IN,App,Checkout,UPI,72.39,0.0427,0.0828,7,0,0,0,Approved,,0,1
5142,2024-01-04 13:41:00,18951,17042,371,1236,TH,US,App,Stripe,MASTERCARD,80.85,0.2491,0.0963,247,0,0,0,Approved,,0,0
5143,2024-01-04 13:42:00,27639,11073,7842,1638,SG,SG,Web,Stripe,MASTERCARD,28.24,0.2011,0.1234,125,0,0,0,Approved,,0,1
5144,2024-01-04 13:43:00,7324,11144,32095,638,US,US,App,Stripe,PayPal,2.61,0.289,0.1136,85,0,0,0,Approved,,0,0
5145,2024-01-04 13:44:00,25592,11511,14028,12,PH,PH,App,Stripe,VISA,178.56,0.0572,0.1025,106,0,0,0,Declined,51,0,1
5146,2024-01-04 13:45:00,21422,11630,39804,1666,DE,DE,Web,Checkout,VISA,210.91,0.1856,0.1174,16,0,0,1,Declined,96,0,0
5147,2024-01-04 13:46:00,2972,1190,31697,993,BR,BR,Web,Stripe,MASTERCARD,244.6,0.1011,0.0379,12,0,1,0,Declined,51,0,0
5148,2024-01-04 13:47:00,14002,11892,21703,1906,MX,MX,Web,Stripe,MASTERCARD,3.78,0.2019,0.0283,7,0,0,1,Declined,59,0,0
5149,2024-01-04 13:48:00,2870,16881,22823,1380,PH,PH,App,Checkout,MASTERCARD,57.24,0.0232,0.1109,30,1,0,1,Approved,,0,0
5150,2024-01-04 13:49:00,23214,10720,21467,1826,IN,IN,Web,Adyen,VISA,91.53,0.1138,0.1564,27,0,0,0,Declined,201,0,1
5151,2024-01-04 13:50:00,9152,4824,40981,1674,MX,MX,App,Adyen,VISA,36.6,0.1568,0.096,48,0,0,1,Declined,91,0,0
5152,2024-01-04 13:51:00,17600,17880,15016,1771,BR,BR,Web,Stripe,PIX,121.67,0.1068,0.1119,105,0,0,1,Approved,,0,0
5153,2024-01-04 13:52:00,8889,17272,13219,1248,US,US,Web,Stripe,VISA,70.4,0.1753,0.0966,26,0,0,0,Approved,,0,0
5154,2024-01-04 13:53:00,14284,14613,40695,1108,TH,TH,App,Stripe,VISA,84.57,0.4723,0.0608,77,0,0,0,Approved,,0,1
5155,2024-01-04 13:54:00,5051,2672,3260,108,IN,IN,Web,Adyen,UPI,129.13,0.2627,0.0272,15,1,0,0,Approved,,0,1
5156,2024-01-04 13:55:00,19325,4601,12017,891,TH,TH,App,Stripe,MASTERCARD,94.13,0.2263,0.3419,18,0,1,2,Approved,,0,0
5157,2024-01-04 13:56:00,7883,4554,1853,993,IN,IN,Web,Checkout,UPI,78.55,0.2172,0.0189,56,0,0,0,Approved,,0,0
5158,2024-01-04 13:57:00,7023,14551,5647,183,ID,ID,App,Checkout,MASTERCARD,31.16,0.1766,0.0429,225,0,0,0,Approved,,0,0
5159,2024-01-04 13:58:00,28916,16698,18422,599,IN,IN,App,Adyen,MASTERCARD,80.37,0.1941,0.2875,43,0,1,0,Approved,,0,0
5160,2024-01-04 13:59:00,5113,7259,18114,166,DE,BR,App,Stripe,VISA,22.55,0.0108,0.0322,64,0,0,1,Approved,,0,0
5161,2024-01-04 14:00:00,29672,9493,33004,618,BR,BR,Web,Stripe,PIX,91.54,0.0459,0.0711,178,0,0,0,Approved,,0,0
5162,2024-01-04 14:01:00,14631,4222,8533,1044,US,US,App,Checkout,VISA,13.07,0.0642,0.0701,148,1,0,0,Approved,,0,0
5163,2024-01-04 14:02:00,24227,4323,36176,951,IN,IN,Web,Stripe,UPI,127.08,0.093,0.1105,77,0,0,1,Approved,,0,0
5164,2024-01-04 14:03:00,9795,8956,37934,551,US,US,App,Adyen,MASTERCARD,177.1,0.045,0.9323,51,0,0,2,Approved,,0,0
5165,2024-01-04 14:04:00,27477,8809,43925,1012,US,US,App,Adyen,PayPal,87.06,0.0994,0.1079,37,0,0,0,Approved,,0,0
5166,2024-01-04 14:05:00,26072,8280,15985,1284,DE,DE,App,Stripe,PayPal,136.5,0.0871,0.2148,265,0,0,0,Declined,59,0,1
5167,2024-01-04 14:06:00,26265,15976,20662,689,ID,ID,App,Stripe,PayPal,109.69,0.1781,0.2578,56,0,0,1,Approved,,0,0
5168,2024-01-04 14:07:00,8144,17062,44781,1922,ID,ID,Web,Adyen,VISA,238.08,0.0218,0.0233,33,0,0,0,Approved,,0,0
5169,2024-01-04 14:08:00,1643,17340,44114,918,BR,BR,App,Checkout,PIX,92.23,0.1394,0.1992,52,0,0,1,Approved,,0,1
5170,2024-01-04 14:09:00,1234,15459,43239,1070,IN,IN,Web,Adyen,MASTERCARD,75.12,0.2981,0.0112,2,1,0,2,Declined,51,0,0
5171,2024-01-04 14:10:00,11027,3620,21057,1560,ID,ID,Web,Checkout,VISA,82.5,0.2377,0.0631,11,0,1,0,Approved,,0,0
5172,2024-01-04 14:11:00,23496,2143,15556,717,US,US,App,Stripe,MASTERCARD,19.57,0.7712,0.0284,17,0,1,1,Approved,,0,0
5173,2024-01-04 14:12:00,9604,4881,1325,1615,BR,BR,App,Checkout,PIX,33.29,0.1085,0.1367,3,0,0,0,Approved,,0,0
5174,2024-01-04 14:13:00,29224,9988,31637,667,MX,MX,Web,Stripe,VISA,32.82,0.1928,0.0827,7,0,1,0,Declined,51,0,0
5175,2024-01-04 14:14:00,16946,14860,37410,551,BR,BR,App,Checkout,PIX,160.14,0.0612,0.0367,9,0,0,0,Approved,,0,0
5176,2024-01-04 14:15:00,10889,16064,18563,1544,SG,SG,Web,Stripe,MASTERCARD,81.52,0.1388,0.0938,120,0,1,0,Approved,,0,0
5177,2024-01-04 14:16:00,10533,10638,6477,1154,PH,PH,App,Adyen,VISA,41.63,0.0315,0.0209,214,0,0,0,Approved,,0,0
5178,2024-01-04 14:17:00,18495,10033,16214,1301,MX,MX,App,Adyen,MASTERCARD,3.45,0.1034,0.1549,51,0,1,0,Declined,05,0,0
5179,2024-01-04 14:18:00,24204,2187,41677,1537,US,US,App,Checkout,PayPal,132.83,0.3202,0.1306,93,0,0,0,Approved,,0,0
5180,2024-01-04 14:19:00,19494,742,9270,694,US,US,Web,Stripe,VISA,126.65,0.2762,0.1841,26,0,0,0,Approved,,0,0
5181,2024-01-04 14:20:00,10509,2885,17995,708,ID,ID,App,Adyen,MASTERCARD,59.14,0.0375,0.4427,87,0,0,0,Approved,,0,0
5182,2024-01-04 14:21:00,3082,15684,4706,1003,US,US,App,Checkout,PayPal,2.49,0.1104,0.1268,150,1,0,1,Approved,,0,0
5183,2024-01-04 14:22:00,7202,12892,38353,1543,MX,MX,App,Adyen,VISA,103.21,0.1234,0.0105,10,0,0,1,Declined,14,0,0
5184,2024-01-04 14:23:00,22420,446,192,357,US,US,App,Stripe,VISA,102.48,0.2572,0.0264,51,0,0,1,Approved,,0,1
5185,2024-01-04 14:24:00,10363,1623,36464,1031,US,US,Web,Checkout,MASTERCARD,62.69,0.0723,0.042,221,0,0,1,Declined,51,0,0
5186,2024-01-04 14:25:00,29003,9783,6826,1288,ID,ID,App,Stripe,MASTERCARD,280.5,0.2354,0.1481,29,0,0,1,Declined,59,0,0
5187,2024-01-04 14:26:00,23285,6362,2522,842,MX,MX,Web,Checkout,MASTERCARD,31.3,0.2255,0.0105,162,0,0,1,Approved,,0,0
5188,2024-01-04 14:27:00,1496,5461,38914,512,DE,ID,App,Stripe,VISA,96.64,0.2781,0.2976,77,0,0,0,Declined,51,0,0
5189,2024-01-04 14:28:00,1723,5717,28063,1547,IN,IN,App,Stripe,UPI,158.54,0.083,0.0284,25,0,0,1,Approved,,0,0
5190,2024-01-04 14:29:00,10399,10866,24563,422,TH,TH,Web,Stripe,MASTERCARD,53.86,0.1146,0.0272,49,0,0,0,Declined,51,0,0
5191,2024-01-04 14:30:00,16839,6311,2269,281,PH,PH,Web,Checkout,MASTERCARD,156.97,0.1142,0.0449,3,0,0,0,Approved,,0,1
5192,2024-01-04 14:31:00,4215,16199,6144,795,DE,DE,Web,Stripe,VISA,9.87,0.0847,0.0685,71,0,1,0,Approved,,0,0
5193,2024-01-04 14:32:00,21723,6108,44856,416,MX,MX,App,Adyen,MASTERCARD,147.42,0.1172,0.0223,13,0,0,0,Approved,,0,0
5194,2024-01-04 14:33:00,29422,1284,10972,760,US,US,App,Stripe,PayPal,78.77,0.2028,0.0187,167,0,0,1,Declined,05,0,1
5195,2024-01-04 14:34:00,7152,4170,40436,1220,US,US,Web,Stripe,VISA,152.75,0.0129,0.1596,8,0,0,0,Declined,91,0,0
5196,2024-01-04 14:35:00,20196,4851,29799,598,PH,MX,Web,Stripe,MASTERCARD,104.99,0.1289,0.0304,115,0,0,1,Declined,14,0,0
5197,2024-01-04 14:36:00,14355,14743,12299,1224,IN,IN,Web,Stripe,UPI,214.74,0.1836,0.2936,7,0,0,0,Declined,51,0,0
5198,2024-01-04 14:37:00,27967,9556,2570,327,SG,SG,App,Stripe,MASTERCARD,39.88,0.2562,0.1607,62,0,0,1,Declined,201,0,0
5199,2024-01-04 14:38:00,16885,12632,15272,1106,MX,MX,App,Adyen,MASTERCARD,35.35,0.118,0.1363,54,0,0,1,Approved,,0,0
5200,2024-01-04 14:39:00,6876,9095,24627,711,MX,MX,App,Stripe,VISA,39.14,0.1749,0.0959,40,0,0,0,Declined,51,0,0
5201,2024-01-04 14:40:00,14737,7389,41839,1283,PH,ID,App,Checkout,MASTERCARD,37.07,0.0965,0.1504,4,0,0,1,Approved,,0,0
5202,2024-01-04 14:41:00,13383,2633,18195,1941,DE,DE,Web,Stripe,MASTERCARD,199.32,0.8888,0.1194,92,0,0,1,Declined,201,0,0
5203,2024-01-04 14:42:00,5598,4836,7962,1538,BR,BR,App,Adyen,PIX,277.05,0.1483,0.0384,80,0,0,0,Approved,,0,0
5204,2024-01-04 14:43:00,6950,2554,34325,504,IN,IN,App,Adyen,UPI,53.85,0.118,0.1432,1,0,0,3,Declined,51,0,0
5205,2024-01-04 14:44:00,29039,17163,30050,1520,IN,IN,App,Adyen,UPI,117.31,0.2837,0.0363,37,0,0,0,Approved,,0,0
5206,2024-01-04 14:45:00,3402,13064,10919,248,BR,BR,App,Stripe,MASTERCARD,110.92,0.0776,0.1819,7,0,0,0,Declined,51,0,0
5207,2024-01-04 14:46:00,962,6193,19008,1848,TH,TH,Web,Stripe,MASTERCARD,98.5,0.031,0.1537,65,0,0,0,Approved,,0,0
5208,2024-01-04 14:47:00,7293,15768,28777,273,IN,IN,App,Checkout,VISA,1.67,0.2238,0.0069,8,0,0,0,Approved,,0,0
5209,2024-01-04 14:48:00,6180,16324,23934,410,US,US,Web,Adyen,MASTERCARD,114.48,0.0679,0.1766,27,0,0,0,Approved,,0,0
5210,2024-01-04 14:49:00,3464,15417,37380,238,MX,MX,App,Stripe,VISA,123.4,0.0434,0.1116,64,0,0,1,Approved,,0,0
5211,2024-01-04 14:50:00,27072,14928,34795,1214,ID,ID,Web,Checkout,MASTERCARD,52.17,0.0233,0.0544,41,0,0,0,Approved,,0,0
5212,2024-01-04 14:51:00,7118,7750,19180,1671,SG,SG,App,Stripe,MASTERCARD,64.14,0.2107,0.1718,5,0,1,0,Declined,59,0,0
5213,2024-01-04 14:52:00,28258,1768,2539,395,BR,BR,App,Stripe,MASTERCARD,85.18,0.2493,0.2756,29,0,0,1,Approved,,0,0
5214,2024-01-04 14:53:00,14517,9234,20235,1161,DE,DE,App,Stripe,VISA,52.2,0.3093,0.1356,48,0,0,0,Approved,,0,0
5215,2024-01-04 14:54:00,13083,6421,34894,813,IN,IN,App,Adyen,UPI,40.58,0.0224,0.1717,46,0,0,1,Approved,,0,1
5216,2024-01-04 14:55:00,24337,1831,29191,1862,DE,DE,App,Stripe,VISA,144.91,0.2647,0.041,19,0,0,0,Approved,,0,0
5217,2024-01-04 14:56:00,14442,2715,34908,12,BR,BR,App,Stripe,PIX,191.66,0.0604,0.0262,39,0,0,0,Approved,,0,0
5218,2024-01-04 14:57:00,5773,17292,319,686,US,US,App,Adyen,VISA,122.25,0.9263,0.2883,21,0,1,2,Approved,,0,1
5219,2024-01-04 14:58:00,27949,12194,7311,1741,IN,IN,App,Adyen,UPI,97.9,0.2182,0.1241,48,0,0,0,Approved,,0,0
5220,2024-01-04 14:59:00,1366,15382,28937,173,SG,SG,Web,Stripe,MASTERCARD,79.03,0.0878,0.0651,10,1,0,0,Declined,05,0,1
5221,2024-01-04 15:00:00,13222,3882,16277,963,US,US,App,Adyen,VISA,208.61,0.2531,0.1101,281,0,0,0,Approved,,0,0
5222,2024-01-04 15:01:00,23241,2562,18148,1992,BR,BR,App,Stripe,VISA,130.42,0.2782,0.166,76,0,0,2,Declined,51,0,0
5223,2024-01-04 15:02:00,1413,805,13240,28,US,US,Web,Adyen,VISA,0.55,0.0968,0.0135,22,0,0,1,Approved,,0,0
5224,2024-01-04 15:03:00,27365,1101,18807,1445,MX,MX,Web,Stripe,MASTERCARD,3.7,0.1652,0.2574,221,0,1,0,Declined,59,0,0
5225,2024-01-04 15:04:00,17116,17072,22127,1821,TH,TH,App,Checkout,PayPal,81.11,0.1238,0.0621,36,0,0,0,Approved,,0,0
5226,2024-01-04 15:05:00,4510,27,18746,1330,DE,DE,App,Checkout,MASTERCARD,146.33,0.121,0.0511,199,0,0,1,Approved,,0,1
5227,2024-01-04 15:06:00,25733,6893,35351,1374,ID,ID,App,Stripe,MASTERCARD,128.71,0.2379,0.0229,28,0,0,1,Declined,05,0,0
5228,2024-01-04 15:07:00,7121,3358,27458,1248,SG,SG,App,Stripe,PayPal,52.8,0.2977,0.0306,167,0,0,0,Approved,,0,0
5229,2024-01-04 15:08:00,20996,9787,43882,437,US,US,App,Stripe,MASTERCARD,119.27,0.1421,0.0521,11,0,0,0,Approved,,0,1
5230,2024-01-04 15:09:00,4970,11013,3269,942,US,US,Web,Checkout,VISA,48.13,0.0393,0.0734,39,0,0,1,Declined,201,0,1
5231,2024-01-04 15:10:00,25338,14064,37391,1099,IN,IN,Web,Stripe,UPI,132.59,0.1274,0.0682,87,0,0,1,Approved,,0,0
5232,2024-01-04 15:11:00,19312,4094,1852,1809,DE,DE,Web,Checkout,VISA,0.53,0.1246,0.0218,55,0,0,0,Declined,05,0,0
5233,2024-01-04 15:12:00,22958,14225,23249,171,DE,DE,App,Checkout,VISA,123.61,0.8032,0.067,23,0,0,1,Approved,,0,0
5234,2024-01-04 15:13:00,21342,17495,34439,102,IN,TH,Web,Stripe,UPI,38.46,0.1413,0.2578,70,0,0,0,Declined,51,0,0
5235,2024-01-04 15:14:00,24933,15104,30681,53,TH,TH,Web,Checkout,MASTERCARD,212.31,0.1338,0.107,22,0,0,0,Declined,201,0,0
5236,2024-01-04 15:15:00,22358,7607,28859,1160,IN,IN,Web,Checkout,UPI,47.87,0.1159,0.0761,10,0,0,1,Approved,,0,1
5237,2024-01-04 15:16:00,22314,4735,13876,1216,MX,MX,Web,Checkout,VISA,89.7,0.1116,0.1451,51,0,0,0,Declined,91,0,1
5238,2024-01-04 15:17:00,1223,15542,10927,201,ID,ID,Web,Checkout,MASTERCARD,28.98,0.3442,0.1736,40,0,0,0,Declined,51,0,0
5239,2024-01-04 15:18:00,9458,3254,33696,308,IN,IN,Web,Stripe,UPI,130.32,0.1016,0.0191,144,0,0,2,Declined,51,0,1
5240,2024-01-04 15:19:00,936,17238,16907,754,IN,IN,App,Checkout,UPI,48.7,0.4342,0.0932,22,0,0,0,Approved,,0,1
5241,2024-01-04 15:20:00,20901,364,38347,1240,DE,DE,App,Adyen,MASTERCARD,64.87,0.107,0.0465,124,0,1,0,Approved,,0,0
5242,2024-01-04 15:21:00,3960,16972,28712,1786,DE,DE,Web,Checkout,VISA,82.99,0.0229,0.083,3,0,0,1,Approved,,0,0
5243,2024-01-04 15:22:00,27118,8581,14053,1872,IN,IN,Web,Stripe,UPI,132.42,0.1674,0.1262,168,0,0,2,Declined,12,0,0
5244,2024-01-04 15:23:00,13430,4149,3729,33,US,US,App,Checkout,MASTERCARD,76.82,0.1479,0.1177,28,0,1,0,Approved,,0,0
5245,2024-01-04 15:24:00,7203,1020,16577,916,BR,BR,Web,Checkout,PIX,136.09,0.0447,0.0434,51,0,0,0,Approved,,0,0
5246,2024-01-04 15:25:00,24105,6913,5226,1969,US,US,Web,Adyen,VISA,82.19,0.0524,0.5151,33,0,1,1,Approved,,0,0
5247,2024-01-04 15:26:00,18203,11989,37072,333,MX,MX,App,Checkout,MASTERCARD,174.97,0.0662,0.0483,324,0,1,0,Approved,,0,1
5248,2024-01-04 15:27:00,9365,5788,20688,802,BR,BR,Web,Stripe,PIX,113.79,0.3529,0.0775,23,0,0,0,Approved,,0,0
5249,2024-01-04 15:28:00,23655,15315,13659,623,IN,IN,App,Adyen,MASTERCARD,221.65,0.0306,0.3392,51,0,0,1,Approved,,0,0
5250,2024-01-04 15:29:00,3493,16698,1259,1227,IN,IN,App,Checkout,UPI,2.4,0.1262,0.2945,149,0,0,0,Approved,,0,0
5251,2024-01-04 15:30:00,12726,3615,20449,1702,DE,DE,Web,Stripe,PayPal,18.95,0.1786,0.1522,182,0,0,1,Approved,,0,0
5252,2024-01-04 15:31:00,25758,5668,2971,490,PH,PH,App,Stripe,MASTERCARD,120.76,0.0374,0.061,78,0,1,0,Approved,,0,0
5253,2024-01-04 15:32:00,13935,4427,40493,1192,SG,SG,Web,Stripe,MASTERCARD,4.51,0.0818,0.0243,67,0,0,2,Approved,,0,1
5254,2024-01-04 15:33:00,9773,16654,25905,465,BR,BR,Web,Stripe,PIX,133.7,0.0769,0.0517,14,0,0,0,Approved,,0,0
5255,2024-01-04 15:34:00,1064,6780,18840,1747,SG,PH,Web,Stripe,MASTERCARD,1.72,0.1413,0.0383,38,0,0,0,Approved,,0,0
5256,2024-01-04 15:35:00,19140,9667,1972,1684,US,US,App,Stripe,VISA,173.27,0.3366,0.0071,150,0,0,1,Approved,,0,1
5257,2024-01-04 15:36:00,29500,15168,44003,1597,IN,IN,Web,Adyen,VISA,3.04,0.142,0.104,13,0,0,0,Approved,,0,0
5258,2024-01-04 15:37:00,27548,13682,43595,1733,PH,PH,App,Stripe,VISA,155.43,0.1147,0.2286,57,0,0,0,Approved,,0,1
5259,2024-01-04 15:38:00,19250,4245,28623,1073,BR,BR,Web,Checkout,PIX,48.46,0.2528,0.0653,66,0,0,0,Approved,,0,0
5260,2024-01-04 15:39:00,7260,252,25948,1625,BR,ID,Web,Stripe,MASTERCARD,57.27,0.1046,0.1494,41,0,0,2,Declined,14,0,0
5261,2024-01-04 15:40:00,9695,4574,18176,1362,IN,IN,App,Stripe,UPI,61.5,0.0651,0.034,39,0,0,1,Approved,,0,0
5262,2024-01-04 15:41:00,20139,10418,24783,1887,DE,DE,Web,Stripe,PayPal,3.44,0.172,0.1035,104,0,0,0,Approved,,0,0
5263,2024-01-04 15:42:00,1824,10522,1634,1851,US,US,App,Checkout,VISA,135.14,0.3029,0.1345,104,0,0,0,Approved,,0,0
5264,2024-01-04 15:43:00,3659,8928,2887,276,ID,ID,App,Checkout,MASTERCARD,2.35,0.0262,0.0294,67,0,0,0,Approved,,0,0
5265,2024-01-04 15:44:00,14984,1669,30987,860,IN,IN,App,Adyen,UPI,41.75,0.3961,0.0226,33,0,0,0,Declined,05,0,0
5266,2024-01-04 15:45:00,3253,17076,3267,451,DE,DE,App,Stripe,PayPal,17.0,0.0789,0.1269,65,0,0,1,Declined,62,0,0
5267,2024-01-04 15:46:00,16313,118,15448,871,BR,BR,App,Stripe,VISA,293.94,0.1385,0.0374,3,0,0,0,Declined,51,0,1
5268,2024-01-04 15:47:00,24114,14159,7295,1632,ID,ID,Web,Checkout,PayPal,191.74,0.0606,0.03,236,1,0,0,Declined,62,0,0
5269,2024-01-04 15:48:00,21803,5507,2033,1829,IN,IN,App,Stripe,VISA,233.5,0.1914,0.1328,44,0,0,1,Approved,,0,0
5270,2024-01-04 15:49:00,14743,2556,7579,1825,BR,BR,App,Stripe,VISA,35.67,0.3023,0.102,115,0,1,1,Approved,,0,0
5271,2024-01-04 15:50:00,23480,2263,33415,1642,IN,IN,Web,Stripe,UPI,79.49,0.0675,0.2319,108,0,0,0,Approved,,0,0
5272,2024-01-04 15:51:00,3350,15638,10608,112,IN,IN,App,Stripe,UPI,49.68,0.0822,0.2512,19,0,0,2,Approved,,0,0
5273,2024-01-04 15:52:00,10017,3730,37561,1414,IN,IN,Web,Stripe,VISA,24.73,0.032,0.1205,0,0,0,0,Approved,,0,0
5274,2024-01-04 15:53:00,9383,4751,27121,1780,US,US,Web,Stripe,VISA,0.62,0.0927,0.3441,60,0,0,0,Declined,62,0,1
5275,2024-01-04 15:54:00,12580,15694,34851,664,US,US,App,Checkout,VISA,52.19,0.047,0.1089,7,0,1,0,Approved,,0,0
5276,2024-01-04 15:55:00,26362,10603,35036,27,BR,BR,App,Stripe,PIX,84.21,0.1478,0.0915,49,0,0,1,Approved,,0,0
5277,2024-01-04 15:56:00,20089,14033,13029,1876,ID,ID,App,Checkout,VISA,35.03,0.2102,0.0493,49,1,0,0,Approved,,0,0
5278,2024-01-04 15:57:00,5838,11989,41467,1573,BR,BR,App,Checkout,PIX,134.64,0.0847,0.107,37,0,0,0,Declined,59,0,1
5279,2024-01-04 15:58:00,22604,9573,17124,1030,US,US,App,Stripe,MASTERCARD,64.75,0.1707,0.2308,106,0,0,0,Declined,12,0,0
5280,2024-01-04 15:59:00,26976,6893,5299,1302,DE,DE,Web,Stripe,VISA,66.75,0.8363,0.0579,86,0,1,2,Approved,,0,0
5281,2024-01-04 16:00:00,2089,12189,39739,1700,PH,PH,Web,Checkout,MASTERCARD,45.29,0.0828,0.0283,121,0,0,1,Approved,,0,1
5282,2024-01-04 16:01:00,17494,6749,2641,1011,SG,SG,App,Adyen,VISA,102.34,0.1941,0.1302,4,0,0,1,Approved,,0,0
5283,2024-01-04 16:02:00,22354,14066,7761,1257,US,US,Web,Adyen,PayPal,236.73,0.3447,0.1924,168,0,0,2,Approved,,0,0
5284,2024-01-04 16:03:00,8813,13630,20062,864,US,US,Web,Adyen,PayPal,34.56,0.1384,0.1252,131,0,0,0,Approved,,0,0
5285,2024-01-04 16:04:00,16446,17940,3755,1350,US,US,App,Stripe,MASTERCARD,141.62,0.1581,0.3445,194,0,0,1,Declined,12,0,0
5286,2024-01-04 16:05:00,22461,11756,13771,109,ID,ID,App,Stripe,PayPal,51.91,0.4243,0.0858,61,1,0,0,Approved,,0,0
5287,2024-01-04 16:06:00,22704,12058,27381,1754,DE,DE,App,Checkout,VISA,102.4,0.2504,0.0712,365,0,0,0,Approved,,0,0
